 C:\WinTA100\DIL805.PRO\Data\Quenching\01_Isabelle_QP_Q328oC_P350oC_t10s_09.28.17.PAR
                Time - rel. Change in Length /  Temperature  /  Nominal Temperature 
                  s                %                    °C                    °C
  1592        79.82064819        1.16785669      798.11816406      798.19464111
  1593        79.87078094        1.16791034      798.70599365      798.69580078
  1594        79.92087555        1.16785669      799.12646484      799.19683838
  1595        79.97096252        1.16820467      799.68029785      799.69763184
  1596        80.02113342        1.16855252      800.13439941      800.19934082
  1597        80.07123566        1.16887355      800.64404297      800.70043945
  1598        80.12133026        1.16916776      801.22607422      801.20141602
  1599        80.17152405        1.16930175      801.83685303      801.70324707
  1600        80.22165680        1.16908741      802.29132080      802.20452881
  1601        80.27175140        1.16900730      802.82342529      802.70562744
  1602        80.32192230        1.16890025      803.23693848      803.20727539
  1603        80.37203979        1.16932833      803.77703857      803.70849609
  1604        80.42218018        1.16959596      804.31414795      804.20989990
  1605        80.47232819        1.16991699      804.53106689      804.71118164
  1606        80.52239990        1.16951561      805.07092285      805.21209717
  1607        80.57253265        1.16962266      805.59613037      805.71337891
  1608        80.62271881        1.16964936      806.06866455      806.21520996
  1609        80.67282104        1.16978323      806.63043213      806.71606445
  1610        80.72297668        1.16959596      807.18182373      807.21777344
  1611        80.77310181        1.16967607      807.53240967      807.71899414
  1612        80.82312012        1.17005074      808.09307861      808.21929932
  1613        80.87322998        1.17034495      808.57116699      808.72033691
  1614        80.92343140        1.17045212      809.12817383      809.22216797
  1615        80.97357941        1.16978323      809.69097900      809.72399902
  1616        81.02369690        1.16994369      810.24621582      810.22509766
  1617        81.07385254        1.16964936      810.65014648      810.72644043
  1618        81.12398529        1.16980982      811.23876953      811.22796631
  1619        81.17411804        1.16951561      811.67254639      811.72937012
  1620        81.22413635        1.16983688      812.31231689      812.22930908
  1621        81.27424622        1.16997051      812.77307129      812.73059082
  1622        81.32537079        1.16956913      813.23529053      813.24169922
  1623        81.37551880        1.16919470      813.82012939      813.74316406
  1624        81.42669678        1.16922128      814.33489990      814.25500488
  1625        81.47684479        1.16871297      814.74005127      814.75653076
  1626        81.52799988        1.16860592      815.19628906      815.26806641
  1627        81.57817078        1.16825807      815.79479980      815.76971436
  1628        81.62819672        1.16836500      816.34637451      816.27008057
  1629        81.67834473        1.16831160      816.79132080      816.77136230
  1630        81.72953033        1.16812432      817.27319336      817.28332520
  1631        81.77967834        1.16815114      817.60742188      817.78491211
  1632        81.83078766        1.16700053      818.26416016      818.29595947
  1633        81.88089752        1.16649222      818.55493164      818.79675293
  1634        81.93208313        1.16649222      819.34875488      819.30883789
  1635        81.98223114        1.16587698      819.91394043      819.81024170
  1636        82.03237152        1.16568959      820.43646240      820.31188965
  1637        82.08246613        1.16547561      820.86480713      820.81262207
  1638        82.13259888        1.16574299      821.32507324      821.31402588
  1639        82.18270111        1.16536844      821.88507080      821.81506348
  1640        82.23284912        1.16477990      822.36022949      822.31658936
  1641        82.28298187        1.16419125      822.58355713      822.81793213
  1642        82.33307648        1.16320145      823.37561035      823.31896973
  1643        82.38315582        1.16296053      823.74926758      823.81958008
  1644        82.43326569        1.16285336      824.34460449      824.32073975
  1645        82.48336029        1.16277325      824.76843262      824.82165527
  1646        82.53350830        1.16229165      825.30493164      825.32312012
  1647        82.58373260        1.16178334      825.77362061      825.82531738
  1648        82.63386536        1.16132843      826.30938721      826.32678223
  1649        82.68405914        1.16076648      826.84973145      826.82867432
  1650        82.73423004        1.16023135      827.38958740      827.33038330
  1651        82.78436279        1.15958929      827.92559814      827.83172607
  1652        82.83449554        1.15910780      828.39984131      828.33288574
  1653        82.88463593        1.15913439      829.03765869      828.83447266
  1654        82.93582916        1.15865278      829.52264404      829.34631348
  1655        82.98597717        1.15768981      829.90582275      829.84777832
  1656        83.03601837        1.15678012      830.31384277      830.34826660
  1657        83.08618927        1.15675306      830.75006104      830.84985352
  1658        83.13631439        1.15581679      831.47662354      831.35125732
  1659        83.18642426        1.15517449      831.76947021      831.85229492
  1660        83.23661041        1.15490711      832.37426758      832.35412598
  1661        83.28670502        1.15450573      832.83776855      832.85498047
  1662        83.33686066        1.15455925      833.33447266      833.35668945
  1663        83.38699341        1.15351582      833.82977295      833.85797119
  1664        83.43714142        1.15306091      834.39392090      834.35949707
  1665        83.48725128        1.15174997      834.81976318      834.86071777
  1666        83.53736877        1.15126824      835.46807861      835.36181641
  1667        83.58753967        1.15108097      835.95684814      835.86358643
  1668        83.63871002        1.15097404      836.29504395      836.37487793
  1669        83.68884277        1.15017140      836.88867188      836.87652588
  1670        83.73998260        1.15022480      837.37756348      837.38793945
  1671        83.79008484        1.15011787      837.99029541      837.88885498
  1672        83.84024811        1.14926171      838.51123047      838.39050293
  1673        83.89042664        1.14856589      839.00378418      838.89245605
  1674        83.94161224        1.14837861      839.54388428      839.40417480
  1675        83.99170685        1.14720142      839.98638916      839.90515137
  1676        84.04180145        1.14717460      840.43310547      840.40600586
  1677        84.09200287        1.14688039      840.91296387      840.90814209
  1678        84.14216614        1.14693367      841.46929932      841.40979004
  1679        84.19229889        1.14663959      841.86083984      841.91107178
  1680        84.24345398        1.14605105      842.43280029      842.42242432
  1681        84.29356384        1.14564967      842.96392822      842.92364502
  1682        84.34359741        1.14516795      843.50830078      843.42407227
  1683        84.39362335        1.14460623      843.87878418      843.92431641
  1684        84.44375610        1.14441884      844.37237549      844.42559814
  1685        84.49387360        1.14433861      844.91656494      844.92675781
  1686        84.54399872        1.14375007      845.31024170      845.42810059
  1687        84.59412384        1.14383018      845.96173096      845.92932129
  1688        84.64529419        1.14332187      846.43652344      846.44097900
  1689        84.69535828        1.14302766      846.89013672      846.94177246
  1690        84.74558258        1.14246571      847.47839355      847.44360352
  1691        84.79564667        1.14217138      847.89257813      847.94458008
  1692        84.84577942        1.14206433      848.69348145      848.44592285
  1693        84.89585114        1.14158261      849.00708008      848.94647217
  1694        84.94700623        1.14147580      849.39916992      849.45806885
  1695        84.99717712        1.14171660      849.86968994      849.95983887
  1696        85.04723358        1.14203763      850.43328857      850.46020508
  1697        85.09730530        1.14110112      850.98468018      850.96118164
  1698        85.14745331        1.14064634      851.54266357      851.46264648
  1699        85.19756317        1.14043224      852.14581299      851.96380615
  1700        85.24871826        1.14024496      852.45831299      852.47528076
  1701        85.29880524        1.13992393      852.96368408      852.97613525
  1702        85.34999847        1.13979018      853.46990967      853.48785400
  1703        85.40009308        1.14024496      854.04290771      853.98901367
  1704        85.45016479        1.14056599      854.45501709      854.48980713
  1705        85.50025177        1.13965619      855.04431152      854.99060059
  1706        85.55142975        1.13957608      855.42095947      855.50225830
  1707        85.60257721        1.13896072      855.97308350      856.00341797
  1708        85.65274048        1.13855946      856.42340088      856.51550293
  1709        85.70383453        1.13901424      857.08123779      857.02648926
  1710        85.75396729        1.13834536      857.50109863      857.52777100
  1711        85.80507660        1.13826489      857.98229980      858.03887939
  1712        85.85521698        1.13855946      858.54541016      858.54040527
  1713        85.90640259        1.13794410      859.14764404      859.05206299
  1714        85.95655060        1.13890707      859.48309326      859.55346680
  1715        86.00771332        1.13863957      860.01153564      860.06524658
  1716        86.05780792        1.13823831      860.45288086      860.56616211
  1717        86.10798645        1.13783681      861.02722168      861.06799316
  1718        86.15814972        1.13767636      861.52233887      861.56951904
  1719        86.20829773        1.13767636      862.07214355      862.07098389
  1720        86.25841522        1.13799751      862.41729736      862.57208252
  1721        86.30853271        1.13818467      863.24139404      863.07342529
  1722        86.35864258        1.13837218      863.57916260      863.57446289
  1723        86.40885162        1.13850582      864.10913086      864.07653809
  1724        86.45899200        1.13818467      864.65594482      864.57794189
  1725        86.51017761        1.13802421      865.21051025      865.08972168
  1726        86.56026459        1.13783705      865.62152100      865.59069824
  1727        86.61141205        1.13775671      866.13000488      866.10229492
  1728        86.66155243        1.13829184      866.71148682      866.60345459
  1729        86.71266937        1.13839877      867.16638184      867.11480713
  1730        86.76278687        1.13863957      867.57751465      867.61596680
  1731        86.81296539        1.13904095      868.06347656      868.11761475
  1732        86.86309052        1.13893390      868.61486816      868.61901855
  1733        86.91321564        1.13909459      869.10900879      869.12023926
  1734        86.96339417        1.13890731      869.49426270      869.62194824
  1735        87.01454926        1.13925505      870.16131592      870.13366699
  1736        87.06472015        1.13952255      870.69372559      870.63513184
  1737        87.11586761        1.13957608      871.16180420      871.14685059
  1738        87.16596985        1.14008451      871.65747070      871.64782715
  1739        87.21613312        1.14021814      872.26873779      872.14935303
  1740        87.26632690        1.14078009      872.84210205      872.65136719
  1741        87.31645203        1.14067292      873.20288086      873.15252686
  1742        87.36650848        1.14048576      873.66638184      873.65301514
  1743        87.41652679        1.14040554      874.14459229      874.15344238
  1744        87.46665192        1.14072645      874.52313232      874.65454102
  1745        87.51671600        1.14150250      875.15667725      875.15527344
  1746        87.56682587        1.14243901      875.64190674      875.65618896
  1747        87.61694336        1.14310777      876.15753174      876.15777588
  1748        87.66712189        1.14321482      876.49542236      876.65942383
  1749        87.71724701        1.14292049      877.07629395      877.16058350
  1750        87.76742554        1.14324152      877.58984375      877.66223145
  1751        87.81755066        1.14369643      878.17620850      878.16357422
  1752        87.86775970        1.14417803      878.59375000      878.66552734
  1753        87.91790771        1.14516795      879.22680664      879.16717529
  1754        87.96802521        1.14532864      879.57244873      879.66827393
  1755        88.01811218        1.14618480      880.18542480      880.16912842
  1756        88.06827545        1.14653254      880.70648193      880.67083740
  1757        88.11843109        1.14696074      881.11157227      881.17242432
  1758        88.16851044        1.14714789      881.59143066      881.67321777
  1759        88.21862030        1.14792383      882.11889648      882.17419434
  1760        88.26876068        1.14845896      882.70458984      882.67553711
  1761        88.31887817        1.14928830      883.35400391      883.17687988
  1762        88.36901855        1.15001070      883.76953125      883.67822266
  1763        88.41918945        1.15078664      884.25018311      884.17999268
  1764        88.46930695        1.15094721      884.70666504      884.68109131
  1765        88.51943207        1.15132177      885.12072754      885.18237305
  1766        88.56955719        1.15183008      885.62719727      885.68359375
  1767        88.61964417        1.15244555      886.20184326      886.18457031
  1768        88.66970825        1.15362275      886.69415283      886.68524170
  1769        88.71972656        1.15477335      887.19531250      887.18530273
  1770        88.76987457        1.15514791      887.81610107      887.68676758
  1771        88.81990051        1.15584350      888.25671387      888.18713379
  1772        88.87004089        1.15619135      888.71331787      888.68847656
  1773        88.92122650        1.15707433      889.18261719      889.20037842
  1774        88.97137451        1.15720797      889.66986084      889.70184326
  1775        89.02251434        1.15793037      890.11181641      890.21313477
  1776        89.07263947        1.15908098      890.73767090      890.71435547
  1777        89.12268829        1.16023135      891.09716797      891.21490479
  1778        89.17279053        1.16095376      891.62609863      891.71606445
  1779        89.22296906        1.16205072      892.32745361      892.21771240
  1780        89.27312469        1.16207755      892.68402100      892.71923828
  1781        89.32324219        1.16290700      893.21899414      893.22052002
  1782        89.37335205        1.16395044      893.81066895      893.72155762
  1783        89.42349243        1.16456580      894.21600342      894.22296143
  1784        89.47361755        1.16560924      894.71844482      894.72424316
  1785        89.52378845        1.16678667      895.30694580      895.22589111
  1786        89.57391357        1.16764271      895.71881104      895.72723389
  1787        89.62402344        1.16841865      896.35864258      896.22833252
  1788        89.67412567        1.16919458      896.77270508      896.72937012
  1789        89.72428894        1.16964936      897.34173584      897.23089600
  1790        89.77445221        1.17031837      897.80163574      897.73254395
  1791        89.82469940        1.17165613      898.07580566      898.23510742
  1792        89.87483978        1.17211092      898.70538330      898.73651123
  1793        89.92499542        1.17382324      899.10949707      899.23791504
  1794        89.97510529        1.17494702      899.64434814      899.73913574
  1795        90.97542572        1.17101407      899.81671143      900.00000000
  1796        91.97554016        1.16946220      899.88702393      900.00000000
  1797        92.97586823        1.16989017      900.04589844      900.00000000
  1798        93.97603607        1.17010427      900.00805664      900.00000000
  1799        94.97547150        1.16948879      899.93652344      900.00000000
  1800        95.97570801        1.16935503      900.02740479      900.00000000
  1801        96.97592926        1.17005074      900.00708008      900.00000000
  1802        97.97521210        1.17053223      899.87567139      900.00000000
  1803        98.97544861        1.17029154      900.04699707      900.00000000
  1804        99.97559357        1.16999733      899.93621826      900.00000000
  1805       100.97553253        1.17114770      900.02740479      900.00000000
  1806       101.97554016        1.17165601      900.04949951      900.00000000
  1807       102.97595215        1.17146873      900.22766113      900.00000000
  1808       103.97621155        1.17200387      900.11297607      900.00000000
  1809       104.97537231        1.17232490      899.82983398      900.00000000
  1810       105.97546387        1.17286003      900.05364990      900.00000000
  1811       106.97544861        1.17288685      900.11633301      900.00000000
  1812       107.97574615        1.17336845      899.96777344      900.00000000
  1813       108.97616577        1.17409086      899.99664307      900.00000000
  1814       109.97512054        1.17419791      899.92889404      900.00000000
  1815       110.97536469        1.17494702      899.98291016      900.00000000
  1816       111.97579956        1.17492032      899.99951172      900.00000000
  1817       112.97596741        1.17548215      899.87329102      900.00000000
  1818       113.97627258        1.17534840      899.96368408      900.00000000
  1819       114.97525024        1.17639184      900.07391357      900.00000000
  1820       115.97564697        1.17631149      900.00231934      900.00000000
  1821       116.97576904        1.17660594      900.07073975      900.00000000
  1822       117.97612000        1.17706072      899.95269775      900.00000000
  1823       118.97628784        1.17727482      899.87384033      900.00000000
  1824       119.97629547        1.17818427      900.09033203      900.00000000
  1825       120.97519684        1.17767620      900.07489014      900.00000000
  1826       121.97531128        1.17821109      900.00231934      900.00000000
  1827       122.97522736        1.17882657      899.87127686      900.00000000
  1828       123.97535706        1.17839861      900.07073975      900.00000000
  1829       124.97556305        1.17906737      899.89270020      900.00000000
  1830       125.97542572        1.17970955      899.97119141      900.00000000
  1831       126.97583008        1.17941523      900.08197021      900.00000000
  1832       127.97609711        1.18005729      899.96459961      900.00000000
  1833       128.97515869        1.18021774      900.03356934      900.00000000
  1834       129.97514343        1.18040514      900.11871338      900.00000000
  1835       130.97554016        1.18056571      900.01519775      900.00000000
  1836       131.97608948        1.18134165      900.06463623      900.00000000
  1837       132.97605896        1.18107414      900.13598633      900.00000000
  1838       133.97534180        1.18115437      900.23602295      900.00000000
  1839       134.97563171        1.18171608      899.99328613      900.00000000
  1840       135.97586060        1.18168938      899.86462402      900.00000000
  1841       136.97596741        1.18144858      899.99816895      900.00000000
  1842       137.97618103        1.18219781      900.03399658      900.00000000
  1843       138.97523499        1.18227804      900.05377197      900.00000000
  1844       139.97523499        1.18241179      900.07263184      900.00000000
  1845       140.97518921        1.18326795      899.99743652      900.00000000
  1846       141.97544861        1.18292022      899.90405273      900.00000000
  1847       142.97612000        1.18294692      900.01190186      900.00000000
  1848       143.97521973        1.18380308      900.03070068      900.00000000
  1849       144.97546387        1.18316102      899.97497559      900.00000000
  1850       145.97586060        1.18412411      900.15338135      900.00000000
  1851       146.97576904        1.18415093      900.03070068      900.00000000
  1852       147.97557068        1.18407071      900.08111572      900.00000000
  1853       148.97584534        1.18465924      899.93499756      900.00000000
  1854       149.97564697        1.18479311      899.97119141      900.00000000
  1855       150.97612000        1.18463266      899.89447021      900.00000000
  1856       151.97599792        1.18530142      900.13427734      900.00000000
  1857       152.97616577        1.18498039      900.09472656      900.00000000
  1858       153.97613525        1.18495369      899.94091797      900.00000000
  1859       154.97518921        1.18572962      900.06109619      900.00000000
  1860       155.97543335        1.18514109      899.91223145      900.00000000
  1861       156.97561646        1.18602383      899.89904785      900.00000000
  1862       157.97579956        1.18543518      900.03070068      900.00000000
  1863       158.97612000        1.18613088      900.01843262      900.00000000
  1864       159.97521973        1.18631804      899.84436035      900.00000000
  1865       160.97546387        1.18551552      900.01080322      900.00000000
  1866       161.97576904        1.18706727      900.08776855      900.00000000
  1867       162.97605896        1.18647861      899.79541016      900.00000000
  1868       163.97525024        1.18618441      900.04968262      900.00000000
  1869       164.97547913        1.18730819      900.14154053      900.00000000
  1870       165.97511292        1.18653226      900.01275635      900.00000000
  1871       166.97523499        1.18722773      900.02972412      900.00000000
  1872       167.97523499        1.18706727      900.08117676      900.00000000
  1873       168.97515869        1.18714750      899.98565674      900.00000000
  1874       169.97618103        1.18776298      899.95666504      900.00000000
  1875       170.97529602        1.18741512      899.93621826      900.00000000
  1876       171.97570801        1.18773615      899.81164551      900.00000000
  1877       172.97583008        1.18768275      900.00073242      900.00000000
  1878       173.97593689        1.18776298      900.08544922      900.00000000
  1879       174.97526550        1.18789673      900.05169678      900.00000000
  1880       175.97546387        1.18760240      900.01080322      900.00000000
  1881       176.97521973        1.18776298      899.89709473      900.00000000
  1882       177.97540283        1.18811083      900.06195068      900.00000000
  1883       178.97589111        1.18821788      899.98083496      900.00000000
  1884       179.97604370        1.18872619      900.16528320      900.00000000
  1885       180.97621155        1.18795025      900.03796387      900.00000000
  1886       181.97525024        1.18920779      899.90826416      900.00000000
  1887       182.97544861        1.18861914      899.85717773      900.00000000
  1888       183.97558594        1.18880641      899.97821045      900.00000000
  1889       184.97583008        1.18910062      900.03460693      900.00000000
  1890       185.97605896        1.18918097      899.99578857      900.00000000
  1891       186.97624207        1.18915427      900.05639648      900.00000000
  1892       187.97518921        1.18907404      900.11572266      900.00000000
  1893       188.97523499        1.18984985      899.90002441      900.00000000
  1894       189.97512817        1.18902051      899.96691895      900.00000000
  1895       190.97621155        1.18968940      899.85449219      900.00000000
  1896       191.97604370        1.18912745      899.98675537      900.00000000
  1897       192.97602844        1.18947542      899.99176025      900.00000000
  1898       193.97531128        1.18974292      900.04498291      900.00000000
  1899       194.97523499        1.18952870      899.93621826      900.00000000
  1900       195.97547913        1.19019783      900.03472900      900.00000000
  1901       196.97540283        1.18974292      899.95800781      900.00000000
  1902       197.97563171        1.19011760      900.11401367      900.00000000
  1903       198.97566223        1.18934155      899.93780518      900.00000000
  1904       199.97593689        1.19019783      899.93444824      900.00000000
  1905       200.97630310        1.18960917      900.10577393      900.00000000
  1906       201.97514343        1.19014430      899.94873047      900.00000000
  1907       202.97555542        1.19035816      899.88702393      900.00000000
  1908       203.97589111        1.19006419      900.06439209      900.00000000
  1909       204.97619629        1.19030476      900.03021240      900.00000000
  1910       205.97618103        1.19033134      900.03594971      900.00000000
  1911       206.97581482        1.19075954      899.98004150      900.00000000
  1912       207.97613525        1.19009066      900.03399658      900.00000000
  1913       208.97595215        1.19081306      899.90631104      900.00000000
  1914       209.97605896        1.19035816      900.07891846      900.00000000
  1915       210.97618103        1.19067931      900.00708008      900.00000000
  1916       211.97605896        1.18984973      900.07391357      900.00000000
  1917       212.97612000        1.19089341      900.07995605      900.00000000
  1918       213.97628784        1.19035816      900.06817627      900.00000000
  1919       214.97564697        1.19067943      899.96594238      900.00000000
  1920       215.97547913        1.19038498      899.97265625      900.00000000
  1921       216.97576904        1.19083989      900.00274658      900.00000000
  1922       217.97616577        1.19070613      900.03021240      900.00000000
  1923       218.97622681        1.19105399      899.91046143      900.00000000
  1924       219.97529602        1.19108057      900.06903076      900.00000000
  1925       220.97587585        1.19156229      900.01745605      900.00000000
  1926       221.97616577        1.19105375      900.05377197      900.00000000
  1927       222.97529602        1.19121444      900.06817627      900.00000000
  1928       223.97523499        1.19100046      899.99053955      900.00000000
  1929       224.97576904        1.19134820      899.86169434      900.00000000
  1930       225.97583008        1.19105399      899.93731689      900.00000000
  1931       226.97622681        1.19166934      899.91790771      900.00000000
  1932       227.97608948        1.19113421      900.01458740      900.00000000
  1933       228.97581482        1.19169605      899.87646484      900.00000000
  1934       229.97564697        1.19100046      900.18176270      900.00000000
  1935       230.97569275        1.19166934      900.06762695      900.00000000
  1936       231.97544861        1.19118774      900.02832031      900.00000000
  1937       232.97552490        1.19177639      900.05969238      900.00000000
  1938       233.97554016        1.19089341      899.86322021      900.00000000
  1939       234.97578430        1.19153547      899.94628906      900.00000000
  1940       235.97541809        1.19145513      899.92974854      900.00000000
  1941       236.97630310        1.19156241      899.81671143      900.00000000
  1942       237.97514343        1.19140172      899.87976074      900.00000000
  1943       238.97558594        1.19150877      899.94842529      900.00000000
  1944       239.97583008        1.19150877      900.09503174      900.00000000
  1945       240.97554016        1.19207060      899.88134766      900.00000000
  1946       241.97615051        1.19150877      899.99249268      900.00000000
  1947       242.97625732        1.19225788      899.94018555      900.00000000
  1948       243.97557068        1.19118774      899.91284180      900.00000000
  1949       244.97549438        1.19212413      900.19177246      900.00000000
  1950       245.97576904        1.19142854      899.95269775      900.00000000
  1951       246.97517395        1.19199026      899.98425293      900.00000000
  1952       247.97515869        1.19158912      900.07806396      900.00000000
  1953       248.97624207        1.19201708      899.96112061      900.00000000
  1954       249.97628784        1.19225788      900.00335693      900.00000000
  1955       250.97584534        1.19177639      900.02740479      900.00000000
  1956       251.97540283        1.19220436      900.00567627      900.00000000
  1957       252.97612000        1.19150877      899.87188721      900.00000000
  1958       253.97586060        1.19241846      899.90631104      900.00000000
  1959       254.97615051        1.19174957      899.93939209      900.00000000
  1960       255.97592163        1.19252539      900.03826904      900.00000000
  1961       256.97586060        1.19180298      899.99816895      900.00000000
  1962       257.97595215        1.19223118      899.83282471      900.00000000
  1963       258.97543335        1.19201708      899.97344971      900.00000000
  1964       259.97525024        1.19217765      899.96215820      900.00000000
  1965       260.97518921        1.19244528      899.97912598      900.00000000
  1966       261.97537231        1.19166923      899.94219971      900.00000000
  1967       262.97604370        1.19271266      900.03399658      900.00000000
  1968       263.97576904        1.19191015      900.04400635      900.00000000
  1969       264.97604370        1.19252539      900.10681152      900.00000000
  1970       265.97518921        1.19193685      899.97814941      900.00000000
  1971       266.97586060        1.19239163      899.94873047      900.00000000
  1972       267.97540283        1.19212413      899.94573975      900.00000000
  1973       268.97595215        1.19306040      900.02972412      900.00000000
  1974       269.97567749        1.19169605      899.99816895      900.00000000
  1975       270.97564697        1.19273949      900.06512451      900.00000000
  1976       271.97549438        1.19244528      900.08660889      900.00000000
  1977       272.97586060        1.19252539      900.07720947      900.00000000
  1978       273.97595215        1.19247198      899.96704102      900.00000000
  1979       274.97607422        1.19215095      899.89178467      900.00000000
  1980       275.97558594        1.19225800      899.95800781      900.00000000
  1981       276.97558594        1.19212413      900.06195068      900.00000000
  1982       277.97576904        1.19244528      900.02648926      900.00000000
  1983       278.97573853        1.19215095      899.96942139      900.00000000
  1984       279.97534180        1.19263256      899.88867188      900.00000000
  1985       280.97595215        1.19199049      900.07153320      900.00000000
  1986       281.97607422        1.19255209      900.06256104      900.00000000
  1987       282.97561646        1.19188344      899.92889404      900.00000000
  1988       283.97518921        1.19204390      899.92974854      900.00000000
  1989       284.97583008        1.19292676      899.90435791      900.00000000
  1990       285.97521973        1.19207060      900.09100342      900.00000000
  1991       286.97528076        1.19281995      899.92932129      900.00000000
  1992       287.97558594        1.19207060      899.95733643      900.00000000
  1993       288.97546387        1.19215095      899.82092285      900.00000000
  1994       289.97555542        1.19182980      899.96215820      900.00000000
  1995       290.97579956        1.19166923      899.90808105      900.00000000
  1996       291.97601318        1.19212413      899.99981689      900.00000000
  1997       292.97586060        1.19215095      900.00793457      900.00000000
  1998       293.97583008        1.19247198      900.00573730      900.00000000
  1999       294.97546387        1.19223118      900.12738037      900.00000000
  2000       295.97534180        1.19209754      900.02178955      900.00000000
  2001       296.97561646        1.19225788      900.07073975      900.00000000
  2002       297.97525024        1.19201708      899.88946533      900.00000000
  2003       298.97567749        1.19263256      900.12738037      900.00000000
  2004       299.97558594        1.19207072      900.10174561      900.00000000
  2005       300.97552490        1.19185662      900.00366211      900.00000000
  2006       301.97534180        1.19191015      900.11907959      900.00000000
  2007       302.97616577        1.19188333      900.04064941      900.00000000
  2008       303.97512817        1.19241858      900.07250977      900.00000000
  2009       304.97622681        1.19177639      899.88214111      900.00000000
  2010       305.97610474        1.19252563      900.02416992      900.00000000
  2011       306.97579956        1.19255221      900.05480957      900.00000000
  2012       307.97555542        1.19249880      900.04156494      900.00000000
  2013       308.97531128        1.19244528      899.87316895      900.00000000
  2014       309.97583008        1.19166923      899.89447021      900.00000000
  2015       310.97598267        1.19268608      899.99737549      900.00000000
  2016       311.97546387        1.19223118      899.83337402      900.00000000
  2017       312.97525024        1.19265926      900.02648926      900.00000000
  2018       313.97583008        1.19199026      900.02532959      900.00000000
  2019       314.97552490        1.19233811      900.01275635      900.00000000
  2020       315.97616577        1.19223118      899.96942139      900.00000000
  2021       316.97570801        1.19207060      900.05865479      900.00000000
  2022       317.97567749        1.19220436      899.97027588      900.00000000
  2023       318.97589111        1.19233811      899.93164063      900.00000000
  2024       319.97604370        1.19185662      899.98535156      900.00000000
  2025       320.97567749        1.19225788      899.98309326      900.00000000
  2026       321.97534180        1.19177639      900.05053711      900.00000000
  2027       322.97531128        1.19233811      900.03460693      900.00000000
  2028       323.97628784        1.19201708      900.01745605      900.00000000
  2029       324.97601318        1.19220436      899.97924805      900.00000000
  2030       325.97549438        1.19233811      900.21636963      900.00000000
  2031       326.97628784        1.19212413      900.00854492      900.00000000
  2032       327.97586060        1.19204390      899.85504150      900.00000000
  2033       328.97549438        1.19199026      899.96704102      900.00000000
  2034       329.97564697        1.19164252      900.09045410      900.00000000
  2035       330.97543335        1.19252539      900.11968994      900.00000000
  2036       331.97628784        1.19212413      900.07904053      900.00000000
  2037       332.97540283        1.19247198      899.94519043      900.00000000
  2038       333.97543335        1.19185662      899.84527588      900.00000000
  2039       334.97552490        1.19177616      900.04064941      900.00000000
  2040       335.97589111        1.19244528      899.94274902      900.00000000
  2041       336.97564697        1.19166934      899.95178223      900.00000000
  2042       337.97570801        1.19196367      899.90905762      900.00000000
  2043       338.97537231        1.19199049      900.04583740      900.00000000
  2044       339.97570801        1.19129467      900.00073242      900.00000000
  2045       340.97561646        1.19196367      900.08575439      900.00000000
  2046       341.97525024        1.19180298      900.05969238      900.00000000
  2047       342.97543335        1.19182968      900.01611328      900.00000000
  2048       343.97555542        1.19252539      900.10913086      900.00000000
  2049       344.97534180        1.19161570      899.91058350      900.00000000
  2050       345.97555542        1.19188321      899.83227539      900.00000000
  2051       346.97518921        1.19182980      899.89111328      900.00000000
  2052       347.97607422        1.19132149      900.00872803      900.00000000
  2053       348.97598267        1.19177616      899.91394043      900.00000000
  2054       349.97570801        1.19220436      900.11322021      900.00000000
  2055       350.97567749        1.19142854      899.96527100      900.00000000
  2056       351.97579956        1.19236493      899.88519287      900.00000000
  2057       352.97576904        1.19225800      900.10681152      900.00000000
  2058       353.97512817        1.19174957      900.09289551      900.00000000
  2059       354.97525024        1.19295359      899.97924805      900.00000000
  2060       355.97570801        1.19140172      899.92175293      900.00000000
  2061       356.97558594        1.19212413      900.07250977      900.00000000
  2062       357.97558594        1.19201708      899.82733154      900.00000000
  2063       358.97528076        1.19166923      899.94433594      900.00000000
  2064       359.97604370        1.19182980      900.06579590      900.00000000
  2065       360.97628784        1.19241834      899.95983887      900.00000000
  2066       361.97540283        1.19161570      899.94433594      900.00000000
  2067       362.97610474        1.19217765      899.99633789      900.00000000
  2068       363.97583008        1.19244528      899.99572754      900.00000000
  2069       364.97601318        1.19185662      899.97912598      900.00000000
  2070       365.97583008        1.19220436      900.00366211      900.00000000
  2071       366.97549438        1.19252539      900.05712891      900.00000000
  2072       367.97564697        1.19223118      900.04400635      900.00000000
  2073       368.97567749        1.19180298      900.13226318      900.00000000
  2074       369.97598267        1.19196367      899.92425537      900.00000000
  2075       370.97586060        1.19145513      899.97497559      900.00000000
  2076       371.97552490        1.19204390      900.08148193      900.00000000
  2077       372.97631836        1.19228482      900.00366211      900.00000000
  2078       373.97543335        1.19185662      899.82073975      900.00000000
  2079       374.97534180        1.19201708      899.98571777      900.00000000
  2080       375.97515869        1.19191015      899.94018555      900.00000000
  2081       376.97531128        1.19137502      900.01080322      900.00000000
  2082       377.97622681        1.19124126      899.87799072      900.00000000
  2083       378.97628784        1.19129467      900.03900146      900.00000000
  2084       379.97512817        1.19188333      900.12945557      900.00000000
  2085       380.97534180        1.19145513      900.09790039      900.00000000
  2086       381.97518921        1.19166923      899.99053955      900.00000000
  2087       382.97625732        1.19217765      900.10430908      900.00000000
