 C:\WinTA100\DIL805.PRO\Data\Quenching\03_Isabelle_CQ60_Homogeneizado_30min_II_09.01.17.PAR
                Time - rel. Change in Length /  Temperature  /  Nominal Temperature 
                  s                %                    °C                    °C
   423        10.60976982        0.10735618      106.19553375      106.08578491
   424        10.63484478        0.10717078      106.32876587      106.33659363
   425        10.65989113        0.10801839      106.62259674      106.58700562
   426        10.68497658        0.10817732      106.80448914      106.83778381
   427        10.71005630        0.10770053      107.05742645      107.08876801
   428        10.73513317        0.10878655      107.42848969      107.33941650
   429        10.76021004        0.10878655      107.57911682      107.59017944
   430        10.78524971        0.10995202      107.85054016      107.84069824
   431        10.81025505        0.10979309      108.14548492      108.09063721
   432        10.83533192        0.11011094      108.41420746      108.34138489
   433        10.86047077        0.11037582      108.54516602      108.59281921
   434        10.88552761        0.11077315      108.96380615      108.84337616
   435        10.91059685        0.11138237      109.16310883      109.09386444
   436        10.93568039        0.11143535      109.26003265      109.34481812
   437        10.96079636        0.11241541      109.52536774      109.59584045
   438        10.98584557        0.11193862      109.92002106      109.84660339
   439        11.01089764        0.11281273      110.17919922      110.09705353
   440        11.03602219        0.11321005      110.35556030      110.34827423
   441        11.06109142        0.11358088      110.61312866      110.59899139
   442        11.08619976        0.11381927      110.85494995      110.85012817
   443        11.11128998        0.11384577      111.07566833      111.10083008
   444        11.13638687        0.11461391      111.33701324      111.35204315
   445        11.16143131        0.11458743      111.53024292      111.60240173
   446        11.18650055        0.11535559      111.75978088      111.85295105
   447        11.21155357        0.11575291      112.05828094      112.10353851
   448        11.23657894        0.11575291      112.33035278      112.35390472
   449        11.26169395        0.11625618      112.63105011      112.60491943
   450        11.28673553        0.11630916      112.78121948      112.85544586
   451        11.31180382        0.11760707      113.07123566      113.10618591
   452        11.33688068        0.11720975      113.25830841      113.35688782
   453        11.36197567        0.11792493      113.52264404      113.60784912
   454        11.38709068        0.11768654      113.80037689      113.85902405
   455        11.41216469        0.11832225      114.14090729      114.10965729
   456        11.43723869        0.11861362      114.35982513      114.36038208
   457        11.46235371        0.11898445      114.64049530      114.61162567
   458        11.48746681        0.11969963      114.90032959      114.86268616
   459        11.51253414        0.11962017      115.14064789      115.11335754
   460        11.53758907        0.12025588      115.38204193      115.36404419
   461        11.56263256        0.12049427      115.72480011      115.61446381
   462        11.58767509        0.12083861      115.84075928      115.86486816
   463        11.61272430        0.12118296      116.12979889      116.11535645
   464        11.63776970        0.12173922      116.49446106      116.36587524
   465        11.66280556        0.12218951      116.54659271      116.61628723
   466        11.68787098        0.12232195      116.84738159      116.86677551
   467        11.71292877        0.12285171      117.07035065      117.11749268
   468        11.73800659        0.12295767      117.36337280      117.36820984
   469        11.76307869        0.12340797      117.61656952      117.61885834
   470        11.78818321        0.12380528      117.82382202      117.86995697
